JournalID,EntryDate,GLAccount,Description,Amount,Currency,UserID,EntryType,BusinessUnit,EffectiveDate
JE000027,2023-04-30 03:24:00,2001-AP,Accrual,87668.48,CAD,s.roy,Manual,Finance,2023-04-30 03:24:00
JE000028,2023-05-23 14:40:00,2001-AP,Intercompany Transfer,47717.24,USD,a.mehta,Manual,IT,2023-05-23 14:40:00
JE000029,2023-07-06 05:23:00,1200-AR,Customer Receipt,5663.33,INR,admin,Manual,Sales,2023-07-06 05:23:00
JE000030,2023-07-01 06:42:00,3001-Equity,Vendor Payment,67923.15,CAD,r.das,Auto,Sales,2023-07-01 06:42:00
JE014485,2023-05-17 22:59:00,5001-COGS,Vendor Payment,15784.54,USD,a.mehta,Auto,IT,2023-05-17 22:59:00
JE000032,2023-12-16 20:04:00,1200-AR,Depreciation,50000.0,USD,r.das,Manual,Operations,2023-12-16 20:04:00
JE000033,2023-06-03 04:44:00,1200-AR,Adjustment,53484.17,INR,s.roy,Auto,IT,2023-11-08 20:10:00
JE000034,2023-10-01 23:15:00,1200-AR,Vendor Payment,25912.92,INR,a.mehta,Auto,IT,2023-10-01 23:15:00
JE000035,2023-03-25 14:24:00,3001-Equity,Adjustment,93189.03,USD,u.sharma,Manual,IT,2023-03-25 14:24:00
JE000036,2023-03-11 17:38:00,3001-Equity,Vendor Payment,54306.85,INR,s.roy,Manual,Operations,2023-05-19 20:44:00
JE000037,2023-10-13 07:43:00,1001-Cash,Accrual,68502.89,CAD,a.mehta,Manual,Finance,2023-10-13 07:43:00
JE000038,2023-06-16 01:14:00,1200-AR,Adjustment,45330.15,USD,u.sharma,Auto,Sales,2023-06-16 01:14:00
JE000039,2023-01-17 10:25:00,1001-Cash,Intercompany Transfer,47134.18,CAD,p.iyer,Manual,Operations,2023-01-17 10:25:00
JE000040,2023-05-18 02:13:00,7001-Tax,Adjustment,45826.48,USD,a.mehta,Manual,Finance,2023-05-18 02:13:00
JE000041,2023-10-18 22:20:00,5001-COGS,Customer Receipt,57215.79,INR,s.roy,Auto,Operations,2023-10-18 22:20:00
JE000042,2023-04-19 20:31:00,3001-Equity,Accrual,52722.56,INR,r.das,Auto,HR,2023-04-19 20:31:00
JE000043,2023-05-20 13:20:00,5001-COGS,Reversal,40344.93,USD,m.khan,Auto,HR,2023-07-22 20:29:00
JE000044,2023-08-05 09:39:00,1001-Cash,Intercompany Transfer,25203.28,CAD,m.khan,Auto,Operations,2023-03-15 08:08:00
JE000045,2023-05-07 23:35:00,2001-AP,Vendor Payment,48707.67,INR,r.das,Auto,HR,2023-05-07 23:35:00
JE000046,2023-10-03 08:47:00,4001-Revenue,Payroll,53902.4,INR,a.mehta,Manual,Finance,2023-10-03 08:47:00
JE000047,2023-10-27 13:57:00,6001-OpEx,Intercompany Transfer,75475.22,CAD,admin,Auto,IT,2023-10-27 13:57:00
JE000048,2023-10-26 12:23:00,4001-Revenue,Payroll,55714.85,USD,m.khan,Manual,Sales,2023-10-26 12:23:00
JE000049,2023-04-23 04:32:00,4001-Revenue,Payroll,27071.72,INR,u.sharma,Manual,IT,2023-04-23 04:32:00
JE000050,2023-09-10 02:48:00,1200-AR,Vendor Payment,59694.33,INR,u.sharma,Auto,HR,2023-09-10 02:48:00
JE000051,2023-01-25 03:09:00,2001-AP,Adjustment,44557.5,CAD,m.khan,Manual,Sales,2023-01-25 03:09:00
JE000052,2023-11-18 05:50:00,3001-Equity,Adjustment,62987.22,CAD,m.khan,Manual,IT,2023-11-18 05:50:00
JE000053,2023-12-15 13:38:00,2001-AP,Vendor Payment,53432.04,USD,admin,Auto,Sales,2023-12-15 13:38:00
JE000054,2023-02-02 12:24:00,2001-AP,Accrual,76568.79,INR,a.mehta,Manual,Finance,2023-02-02 12:24:00
JE000055,2023-11-02 14:33:00,2001-AP,Customer Receipt,6748.69,CAD,a.mehta,Manual,IT,2023-11-02 14:33:00
JE000056,2023-05-09 17:55:00,3001-Equity,Payroll,94092.21,USD,p.iyer,Manual,Operations,2023-05-09 17:55:00
JE000057,2023-01-06 21:46:00,2001-AP,Customer Receipt,8597.14,INR,u.sharma,Auto,HR,2023-01-06 21:46:00
JE000058,2023-02-28 21:56:00,1001-Cash,Adjustment,48537.78,USD,s.roy,Manual,Sales,2023-02-28 21:56:00
JE000059,2023-10-02 08:49:00,7001-Tax,Adjustment,68037.55,INR,u.sharma,Manual,Finance,2023-10-02 08:49:00
JE000060,2023-08-17 22:03:00,3001-Equity,Adjustment,21424.97,USD,admin,Auto,HR,2023-11-25 10:07:00
JE000061,2023-05-31 13:10:00,5001-COGS,Adjustment,33064.74,INR,s.roy,Manual,HR,2023-05-31 13:10:00
JE000062,2023-08-21 00:46:00,7001-Tax,Payroll,83683.34,CAD,u.sharma,Auto,HR,2023-08-21 00:46:00
JE000063,2023-05-15 16:48:00,1001-Cash,Intercompany Transfer,79616.8,INR,m.khan,Auto,Operations,2023-05-15 16:48:00
JE000064,2023-04-02 16:58:00,4001-Revenue,Customer Receipt,82960.13,USD,r.das,Auto,HR,2023-04-02 16:58:00
JE000065,2023-02-24 20:19:00,3001-Equity,Depreciation,8713.16,INR,s.roy,Manual,HR,2023-02-24 20:19:00
JE000066,2023-11-24 16:38:00,1200-AR,Customer Receipt,60796.06,CAD,r.das,Auto,HR,2023-11-24 16:38:00
JE000067,2023-04-12 04:23:00,3001-Equity,Reversal,181.21,CAD,s.roy,Auto,HR,2023-04-12 04:23:00
JE000068,2023-03-24 17:49:00,7001-Tax,Reversal,83740.44,CAD,r.das,Auto,Finance,2023-03-24 17:49:00
JE000069,2023-09-29 00:38:00,1001-Cash,Adjustment,99345.71,INR,r.das,Manual,Operations,2023-09-29 00:38:00
JE000070,2023-06-15 15:01:00,5001-COGS,Adjustment,64018.39,USD,s.roy,Manual,Operations,2023-06-15 15:01:00
JE000071,2023-02-27 11:56:00,7001-Tax,Accrual,74048.99,INR,m.khan,Auto,Sales,2023-02-27 11:56:00
JE000072,2023-06-07 07:03:00,3001-Equity,Reversal,14115.71,CAD,admin,Manual,Finance,2023-06-07 07:03:00
JE000073,2023-05-04 18:05:00,7001-Tax,Vendor Payment,82941.1,INR,u.sharma,Manual,IT,2023-05-04 18:05:00
JE000074,2023-02-13 23:31:00,2001-AP,Customer Receipt,10590.27,INR,r.das,Manual,Finance,2023-02-13 23:31:00
JE000075,2023-02-05 17:49:00,1200-AR,Customer Receipt,32663.26,USD,u.sharma,Manual,HR,2023-02-05 17:49:00
JE000076,2023-03-06 04:42:00,3001-Equity,Customer Receipt,11871.87,USD,a.mehta,Auto,Operations,2023-03-06 04:42:00
JE000077,2023-09-01 17:10:00,1200-AR,Depreciation,38735.63,CAD,s.roy,Manual,HR,2023-09-01 17:10:00
JE000078,2023-05-16 16:55:00,6001-OpEx,Vendor Payment,60442.24,INR,p.iyer,Manual,Operations,2023-05-16 16:55:00
JE000079,2023-11-07 13:13:00,2001-AP,Accrual,89805.2,USD,admin,Auto,Finance,2023-11-07 13:13:00
JE000080,2023-10-04 23:44:00,2001-AP,Payroll,28746.27,USD,admin,Manual,Sales,2023-10-04 23:44:00
JE000081,2023-04-13 22:19:00,6001-OpEx,Vendor Payment,8668.51,CAD,a.mehta,Manual,Sales,2023-04-13 22:19:00
JE000082,2023-07-24 21:41:00,1001-Cash,Accrual,16215.91,USD,p.iyer,Manual,Finance,2023-07-24 21:41:00
JE000083,2023-07-11 14:57:00,1001-Cash,Payroll,54632.24,INR,r.das,Auto,Sales,2023-07-11 14:57:00
JE000084,2023-09-22 14:07:00,3001-Equity,Adjustment,69714.54,CAD,a.mehta,Auto,Operations,2023-09-22 14:07:00
JE000085,2023-05-07 07:04:00,7001-Tax,Accrual,56412.71,USD,p.iyer,Manual,HR,2023-05-07 07:04:00
JE000086,2023-06-23 00:37:00,1200-AR,Accrual,7519.41,CAD,admin,Manual,IT,2023-06-23 00:37:00
JE000087,2023-10-11 07:37:00,5001-COGS,Reversal,76077.98,CAD,u.sharma,Auto,Operations,2023-10-11 07:37:00
JE000088,2023-04-23 00:04:00,1200-AR,Customer Receipt,50237.63,USD,r.das,Auto,Finance,2023-04-23 00:04:00
JE000089,2023-12-29 20:03:00,3001-Equity,Intercompany Transfer,89460.18,INR,a.mehta,Auto,IT,2023-12-29 20:03:00
JE000090,2023-04-28 02:57:00,1200-AR,Intercompany Transfer,59912.55,USD,s.roy,Manual,Sales,2023-04-28 02:57:00
JE000091,2023-01-17 10:04:00,7001-Tax,Customer Receipt,84748.64,USD,a.mehta,Auto,Sales,2023-01-17 10:04:00
JE000092,2023-09-21 07:17:00,4001-Revenue,Depreciation,74776.76,CAD,m.khan,Auto,Sales,2023-09-21 07:17:00
JE000093,2023-12-09 15:13:00,4001-Revenue,Payroll,62163.59,USD,r.das,Auto,IT,2023-12-09 15:13:00
JE000094,2023-10-04 04:46:00,3001-Equity,Customer Receipt,82828.79,INR,a.mehta,Manual,Finance,2023-10-04 04:46:00
JE000095,2023-10-20 18:30:00,1001-Cash,Reversal,10161.62,USD,u.sharma,Auto,IT,2023-10-20 18:30:00
JE000096,2023-05-05 15:51:00,3001-Equity,Adjustment,12012.02,INR,a.mehta,Manual,Finance,2023-05-05 15:51:00
JE017939,2023-07-28 06:06:00,7001-Tax,Customer Receipt,91592.04,CAD,a.mehta,Auto,IT,2023-07-28 06:06:00
JE000098,2023-02-19 21:27:00,4001-Revenue,Intercompany Transfer,32702.68,CAD,r.das,Manual,Finance,2023-02-19 21:27:00
JE000099,2023-07-01 13:26:00,7001-Tax,Customer Receipt,66540.83,INR,admin,Manual,HR,2023-07-01 13:26:00
JE000100,2023-08-28 23:03:00,3001-Equity,Customer Receipt,44736.76,INR,admin,Auto,IT,2023-08-28 23:03:00
JE000101,2023-12-11 20:41:00,1200-AR,Customer Receipt,80851.03,INR,p.iyer,Manual,HR,2023-12-11 20:41:00
JE000102,2023-02-20 01:25:00,1200-AR,Intercompany Transfer,96221.06,USD,m.khan,Auto,Operations,2023-02-20 01:25:00
JE000103,2023-06-23 03:15:00,3001-Equity,Reversal,74177.29,CAD,p.iyer,Manual,Sales,2023-06-23 03:15:00
JE000104,2023-04-09 06:34:00,3001-Equity,Depreciation,28982.93,CAD,u.sharma,Auto,HR,2023-04-09 06:34:00
JE000105,2023-08-18 04:27:00,7001-Tax,Payroll,95437.65,USD,s.roy,Auto,Sales,2023-08-18 04:27:00
JE000106,2023-04-04 08:29:00,1001-Cash,Reversal,5424.0,USD,admin,Manual,HR,2023-04-04 08:29:00
JE000107,2023-05-08 02:28:00,4001-Revenue,Customer Receipt,71591.34,USD,p.iyer,Auto,Finance,2023-05-08 02:28:00
JE000108,2023-10-09 03:03:00,4001-Revenue,Customer Receipt,41002.3,USD,r.das,Auto,Operations,2023-10-09 03:03:00
JE000109,2023-11-30 17:53:00,6001-OpEx,Depreciation,86330.24,CAD,p.iyer,Manual,IT,2023-11-30 17:53:00
JE000110,2023-01-08 02:59:00,2001-AP,Accrual,6630.5,INR,p.iyer,Manual,IT,2023-01-08 02:59:00
JE000111,2023-08-05 14:04:00,4001-Revenue,Depreciation,93643.95,USD,s.roy,Manual,IT,2023-05-02 05:26:00
JE000112,2023-09-06 15:13:00,5001-COGS,Vendor Payment,11619.57,CAD,a.mehta,Manual,IT,2023-09-06 15:13:00
JE000113,2023-07-25 01:10:00,5001-COGS,Payroll,23637.45,CAD,r.das,Auto,Sales,2023-07-25 01:10:00
JE000114,2023-07-14 00:24:00,4001-Revenue,Customer Receipt,52475.89,USD,r.das,Manual,Sales,2023-07-14 00:24:00
JE000115,2023-05-16 14:18:00,1001-Cash,Adjustment,61192.51,CAD,p.iyer,Manual,HR,2023-05-16 14:18:00
JE000116,2023-08-05 22:46:00,7001-Tax,Accrual,95247.91,CAD,u.sharma,Manual,Sales,2023-08-05 22:46:00
JE000117,2023-10-12 21:45:00,7001-Tax,Intercompany Transfer,50000.0,CAD,admin,Auto,IT,2023-10-12 21:45:00
JE000118,2023-09-07 04:12:00,1001-Cash,Adjustment,60353.37,USD,u.sharma,Manual,Sales,2023-09-07 04:12:00
JE000119,2023-09-23 16:40:00,1001-Cash,Vendor Payment,96475.17,USD,a.mehta,Auto,Finance,2023-06-01 06:03:00
JE000120,2023-10-24 23:34:00,5001-COGS,Accrual,49932.05,USD,u.sharma,Auto,HR,2023-10-24 23:34:00
JE000121,2023-02-01 23:20:00,3001-Equity,Adjustment,39115.0,CAD,r.das,Auto,HR,2023-02-01 23:20:00
JE000122,2023-09-24 03:04:00,5001-COGS,Adjustment,53227.29,USD,admin,Manual,HR,2023-01-30 01:37:00
JE000123,2023-09-02 16:58:00,5001-COGS,Reversal,51235.53,CAD,m.khan,Manual,IT,2023-09-02 16:58:00
JE000124,2023-09-29 05:03:00,2001-AP,Depreciation,60639.31,USD,s.roy,Manual,IT,2023-09-29 05:03:00
JE000125,2023-09-18 02:54:00,3001-Equity,Accrual,78267.23,CAD,m.khan,Manual,Finance,2023-09-18 02:54:00
JE000126,2023-04-06 02:38:00,4001-Revenue,Customer Receipt,78762.71,CAD,a.mehta,Manual,Finance,2023-04-06 02:38:00
JE000127,2023-02-04 21:55:00,1200-AR,Accrual,19725.5,INR,admin,Auto,IT,2023-02-04 21:55:00
JE000128,2023-05-01 12:07:00,1200-AR,Customer Receipt,49295.27,CAD,u.sharma,Manual,IT,2023-05-01 12:07:00
JE000129,2023-10-19 07:37:00,1001-Cash,Payroll,31048.53,USD,r.das,Manual,IT,2023-10-19 07:37:00
JE000130,2023-11-01 01:39:00,2001-AP,Customer Receipt,63914.66,INR,r.das,Manual,HR,2023-11-01 01:39:00
JE000131,2023-02-11 13:42:00,3001-Equity,Accrual,69244.79,INR,m.khan,Auto,Sales,2023-02-11 13:42:00
JE000132,2023-10-26 18:33:00,5001-COGS,Customer Receipt,21248.69,USD,admin,Manual,Sales,2023-10-26 18:33:00
JE000133,2023-06-11 08:13:00,1001-Cash,Payroll,74234.08,INR,s.roy,Auto,HR,2023-06-11 08:13:00
JE018739,2023-12-09 22:20:00,2001-AP,Intercompany Transfer,91541.86,CAD,admin,Auto,Finance,2023-12-09 22:20:00
JE000135,2023-05-03 08:25:00,4001-Revenue,Accrual,12756.14,INR,a.mehta,Manual,Sales,2023-05-03 08:25:00
JE000136,2023-03-09 21:41:00,7001-Tax,Intercompany Transfer,73200.62,INR,s.roy,Auto,Sales,2023-03-09 21:41:00
JE000137,2023-06-03 14:20:00,7001-Tax,Reversal,36780.0,USD,p.iyer,Manual,Finance,2023-06-03 14:20:00
JE000138,2023-02-07 00:29:00,2001-AP,Reversal,80053.49,USD,admin,Auto,Finance,2023-02-07 00:29:00
JE000139,2023-11-15 18:06:00,5001-COGS,Reversal,24256.04,CAD,admin,Manual,HR,2023-11-15 18:06:00
JE000140,2023-02-07 17:13:00,7001-Tax,Payroll,46735.42,CAD,a.mehta,Manual,Sales,2023-02-07 17:13:00
JE000141,2023-09-17 08:08:00,5001-COGS,Customer Receipt,1684.58,USD,s.roy,Auto,Operations,2023-09-17 08:08:00
JE000142,2023-06-28 02:56:00,3001-Equity,Accrual,63478.42,USD,s.roy,Manual,Sales,2023-06-28 02:56:00
JE000143,2023-05-06 11:18:00,7001-Tax,Reversal,10000.0,CAD,m.khan,Manual,IT,2023-05-06 11:18:00
JE000144,2023-05-11 20:10:00,1200-AR,Payroll,68194.1,USD,s.roy,Auto,HR,2023-03-22 14:53:00
JE000145,2023-10-06 22:19:00,5001-COGS,Customer Receipt,92101.13,CAD,admin,Manual,Finance,2023-10-06 22:19:00
JE000146,2023-11-10 20:33:00,6001-OpEx,Adjustment,44371.04,USD,a.mehta,Manual,IT,2023-11-10 20:33:00
JE000147,2023-01-05 21:52:00,4001-Revenue,Accrual,20375.11,USD,u.sharma,Manual,Sales,2023-01-05 21:52:00
JE000148,2023-10-11 09:59:00,1200-AR,Intercompany Transfer,34269.08,INR,m.khan,Auto,HR,2023-10-11 09:59:00
JE000149,2023-12-06 03:56:00,5001-COGS,Intercompany Transfer,41772.7,CAD,p.iyer,Manual,HR,2023-12-06 03:56:00
JE000150,2023-03-10 08:07:00,3001-Equity,Vendor Payment,7592.8,INR,m.khan,Auto,Sales,2023-03-10 08:07:00
JE000151,2023-02-24 23:35:00,3001-Equity,Reversal,19448.85,USD,u.sharma,Auto,Sales,2023-02-24 23:35:00
JE000152,2023-03-21 08:18:00,1001-Cash,Vendor Payment,91369.09,CAD,a.mehta,Manual,IT,2023-03-21 08:18:00
JE000153,2023-12-24 00:33:00,7001-Tax,Customer Receipt,1011.78,INR,m.khan,Auto,Sales,2023-11-06 06:45:00
JE000154,2023-06-25 06:43:00,1001-Cash,Intercompany Transfer,33461.01,INR,s.roy,Manual,Finance,2023-06-25 06:43:00
JE000155,2023-11-21 08:32:00,6001-OpEx,Reversal,25000.0,USD,r.das,Auto,IT,2023-11-21 08:32:00
JE000156,2023-09-08 08:57:00,6001-OpEx,Customer Receipt,7801.94,INR,m.khan,Manual,Finance,2023-09-08 08:57:00
JE000157,2023-01-27 02:40:00,6001-OpEx,Payroll,37477.99,CAD,m.khan,Auto,Finance,2023-01-27 02:40:00
JE000158,2023-08-05 08:02:00,7001-Tax,Vendor Payment,22954.52,INR,m.khan,Manual,IT,2023-08-05 08:02:00
JE000159,2023-01-02 10:49:00,1001-Cash,Adjustment,96843.07,INR,m.khan,Manual,Sales,2023-01-02 10:49:00
JE000160,2023-03-08 20:16:00,6001-OpEx,Intercompany Transfer,4569.83,USD,s.roy,Auto,Finance,2023-03-08 20:16:00
JE000161,2023-03-24 23:28:00,3001-Equity,Intercompany Transfer,74565.54,INR,r.das,Manual,IT,2023-03-24 23:28:00
JE000162,2023-10-10 22:27:00,3001-Equity,Intercompany Transfer,88466.09,CAD,admin,Auto,Operations,2023-10-10 22:27:00
JE000163,2023-10-15 00:07:00,1200-AR,Depreciation,45566.05,USD,p.iyer,Manual,Finance,2023-10-15 00:07:00
JE000164,2023-02-08 22:57:00,1200-AR,Adjustment,77103.36,INR,r.das,Auto,Finance,2023-02-08 22:57:00
JE000165,2023-03-18 17:02:00,1200-AR,Accrual,82257.07,USD,u.sharma,Auto,Sales,2023-03-18 17:02:00
JE000166,2023-07-09 18:35:00,6001-OpEx,Accrual,12015.08,INR,m.khan,Auto,Operations,2023-07-09 18:35:00
JE000167,2023-03-17 13:08:00,1200-AR,Reversal,46711.76,USD,u.sharma,Auto,Operations,2023-03-17 13:08:00
JE000168,2023-01-22 09:23:00,1200-AR,Vendor Payment,37852.43,CAD,u.sharma,Manual,Sales,2023-01-22 09:23:00
JE000169,2023-01-21 11:13:00,5001-COGS,Vendor Payment,19696.22,INR,p.iyer,Auto,Operations,2023-01-21 11:13:00
JE000170,2023-12-16 07:42:00,5001-COGS,Depreciation,31389.95,CAD,s.roy,Manual,Sales,2023-12-16 07:42:00
JE000171,2023-02-22 11:49:00,3001-Equity,Intercompany Transfer,81361.57,CAD,p.iyer,Auto,IT,2023-02-22 11:49:00
JE000172,2023-10-14 13:39:00,1001-Cash,Customer Receipt,64677.99,USD,admin,Auto,Operations,2023-10-14 13:39:00
JE000173,2023-03-21 07:55:00,3001-Equity,Accrual,48732.47,CAD,s.roy,Manual,Finance,2023-03-21 07:55:00
JE000174,2023-03-25 05:56:00,7001-Tax,Accrual,92185.27,CAD,m.khan,Auto,IT,2023-03-25 05:56:00
JE000175,2023-07-31 00:11:00,3001-Equity,Adjustment,51345.89,USD,p.iyer,Manual,Sales,2023-07-31 00:11:00
JE000176,2023-06-20 13:51:00,1200-AR,Accrual,51386.18,CAD,r.das,Auto,Finance,2023-06-20 13:51:00
JE000177,2023-12-09 23:51:00,3001-Equity,Accrual,56850.98,CAD,a.mehta,Manual,Sales,2023-12-09 23:51:00
JE000178,2023-05-08 08:10:00,4001-Revenue,Accrual,80194.98,USD,s.roy,Manual,HR,2023-05-08 08:10:00
JE000179,2023-12-26 03:24:00,1001-Cash,Reversal,75089.83,CAD,r.das,Manual,Sales,2023-12-26 03:24:00
JE000180,2023-01-20 15:14:00,3001-Equity,Intercompany Transfer,29071.49,CAD,a.mehta,Manual,Finance,2023-01-20 15:14:00
JE000181,2023-04-13 14:22:00,7001-Tax,Customer Receipt,21625.29,USD,s.roy,Manual,Operations,2023-04-13 14:22:00
JE000182,2023-06-06 07:14:00,7001-Tax,Depreciation,23353.59,CAD,a.mehta,Auto,Finance,2023-06-06 07:14:00
JE000183,2023-01-13 21:12:00,1200-AR,Adjustment,81024.03,CAD,p.iyer,Auto,Operations,2023-01-13 21:12:00
JE000184,2023-07-24 10:17:00,7001-Tax,Customer Receipt,13106.9,USD,r.das,Auto,IT,2023-07-24 10:17:00
JE000185,2023-02-05 08:22:00,1001-Cash,Vendor Payment,68132.76,INR,m.khan,Manual,Finance,2023-02-05 08:22:00
JE000186,2023-11-25 16:25:00,3001-Equity,Vendor Payment,26084.87,CAD,r.das,Manual,IT,2023-11-25 16:25:00
JE000187,2023-12-14 17:21:00,7001-Tax,Depreciation,63323.82,USD,s.roy,Manual,HR,2023-12-14 17:21:00
JE000188,2023-12-20 21:55:00,3001-Equity,Adjustment,100000.0,USD,s.roy,Auto,HR,2023-01-15 03:56:00
JE000189,2023-05-14 05:37:00,1001-Cash,Reversal,90172.81,USD,s.roy,Auto,HR,2023-05-14 05:37:00
JE000190,2023-05-16 01:06:00,6001-OpEx,Adjustment,56461.48,USD,a.mehta,Manual,Finance,2023-05-16 01:06:00
JE000191,2023-11-02 13:22:00,1200-AR,Payroll,87487.96,INR,r.das,Auto,Operations,2023-11-02 13:22:00
JE000192,2023-06-10 13:38:00,2001-AP,Adjustment,83394.71,CAD,m.khan,Manual,HR,2023-06-10 13:38:00
JE000193,2023-09-19 03:24:00,1001-Cash,Adjustment,22681.24,USD,p.iyer,Manual,Sales,2023-09-19 03:24:00
JE000194,2023-10-23 06:16:00,1001-Cash,Intercompany Transfer,78001.16,CAD,p.iyer,Auto,IT,2023-10-23 06:16:00
JE000195,2023-01-23 22:27:00,4001-Revenue,Accrual,89777.66,INR,r.das,Auto,Operations,2023-01-23 22:27:00
JE000196,2023-01-01 16:59:00,5001-COGS,Reversal,13247.41,INR,u.sharma,Auto,HR,2023-01-01 16:59:00
JE000197,2023-10-03 21:46:00,2001-AP,Reversal,97472.38,CAD,m.khan,Auto,HR,2023-10-03 21:46:00
JE000198,2023-12-10 06:23:00,1001-Cash,Customer Receipt,99901.9,INR,u.sharma,Manual,IT,2023-12-10 06:23:00
JE000199,2023-08-09 02:42:00,7001-Tax,Payroll,92387.68,INR,a.mehta,Auto,Finance,2023-08-09 02:42:00
JE000200,2023-06-19 19:20:00,2001-AP,Accrual,83834.23,CAD,r.das,Auto,Operations,2023-06-19 19:20:00
JE000201,2023-12-06 03:46:00,1200-AR,Adjustment,83831.03,INR,a.mehta,Auto,Sales,2023-12-06 03:46:00
JE000202,2023-06-03 16:19:00,6001-OpEx,Depreciation,4853.18,USD,admin,Auto,HR,2023-06-03 16:19:00
JE000203,2023-12-08 13:20:00,2001-AP,Vendor Payment,22535.04,USD,m.khan,Manual,Sales,2023-12-08 13:20:00
JE000204,2023-07-26 22:18:00,4001-Revenue,Adjustment,24258.58,USD,p.iyer,Auto,Operations,2023-07-26 22:18:00
JE000205,2023-09-15 05:29:00,7001-Tax,Vendor Payment,82779.75,INR,m.khan,Auto,Finance,2023-10-11 04:12:00
JE000206,2023-08-04 21:24:00,4001-Revenue,Depreciation,22141.14,USD,a.mehta,Auto,Finance,2023-08-04 21:24:00
JE000207,2023-12-13 23:57:00,2001-AP,Accrual,8180.69,CAD,s.roy,Manual,Operations,2023-12-13 23:57:00
JE000208,2023-03-31 19:36:00,4001-Revenue,Vendor Payment,58964.3,INR,a.mehta,Manual,Operations,2023-03-31 19:36:00
JE000209,2023-06-04 12:35:00,6001-OpEx,Vendor Payment,44966.95,USD,u.sharma,Manual,HR,2023-06-04 12:35:00
JE000210,2023-02-03 04:02:00,4001-Revenue,Depreciation,60729.32,CAD,a.mehta,Auto,Finance,2023-01-01 09:18:00
JE000211,2023-04-18 13:50:00,7001-Tax,Payroll,64608.24,INR,m.khan,Auto,Sales,2023-04-18 13:50:00
